,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
596,0.43,0.79,0.57,0.82,0.7,0.26,0.61,0.39,0.61,0.18,0.16,0.2,0.36,0.85,0.62,0.77,0.77
597,0.87,0.26,0.54,0.48,0.73,0.9,0.13,0.29,0.23,0.62,0.59,0.48,0.68,0.99,1.0,0.71,0.78
598,0.63,0.73,0.18,0.86,0.61,0.4,0.68,0.28,0.89,0.5,0.45,0.55,0.17,0.02,0.3,0.64,0.8
599,0.54,0.2,0.09,0.92,0.41,0.52,0.27,0.49,0.16,0.65,0.07,0.03,0.45,0.57,0.47,0.56,0.73
600,0.17,0.96,0.91,0.92,0.5,0.28,0.34,0.47,0.78,0.33,0.24,0.48,0.78,0.34,0.63,0.76,0.8
601,0.88,0.59,0.57,0.8,0.68,0.79,0.26,0.49,0.28,0.14,0.56,0.91,0.94,0.13,0.19,0.65,0.48
602,0.91,0.92,0.53,0.44,0.34,0.61,0.71,0.46,0.21,0.79,0.16,0.6,0.14,0.81,0.17,0.29,0.03
603,0.54,0.21,0.65,0.67,0.84,0.48,0.94,0.98,0.17,0.06,0.31,0.9,0.42,0.38,0.25,0.33,0.66
604,0.37,0.34,0.23,0.07,0.47,0.06,0.27,0.32,0.14,0.38,0.9,0.01,0.12,0.96,0.54,0.44,0.46
605,0.04,0.44,0.37,0.71,0.51,0.18,0.64,0.85,0.63,0.56,0.39,0.77,0.88,0.26,0.25,0.06,0.08
606,0.99,0.98,0.29,0.74,0.42,0.36,0.6,0.27,0.72,0.13,0.13,0.89,0.01,0.94,0.61,0.69,0.96
607,0.05,0.09,0.76,0.84,0.29,0.05,0.44,0.09,0.68,0.75,0.06,0.21,0.23,0.46,0.39,0.58,0.32
608,0.58,0.78,0.28,0.81,0.97,0.91,0.68,0.94,0.39,0.24,0.95,0.05,0.57,0.66,0.2,0.98,0.07
609,0.68,0.66,0.52,0.88,0.82,0.53,0.92,0.42,0.09,0.76,0.44,0.44,0.95,0.42,0.31,0.42,0.6
610,0.76,0.43,0.73,0.23,0.77,0.05,0.6,0.5,0.89,0.74,0.31,0.74,0.64,0.75,0.75,0.18,0.35
611,0.67,0.4,0.5,0.07,0.22,0.49,0.07,0.38,0.7,0.4,0.22,0.69,1.0,0.81,0.12,0.17,0.44
612,0.62,0.98,0.0,0.71,0.66,0.12,0.32,0.79,0.43,0.76,0.04,0.63,0.67,0.1,0.85,0.65,0.31
613,0.52,0.21,0.35,0.15,0.27,0.4,0.66,0.79,0.25,0.02,0.21,0.35,0.02,0.48,0.07,0.1,0.94
614,0.69,0.13,0.07,0.63,0.41,0.65,0.88,0.27,0.55,0.03,0.63,0.44,0.18,0.3,0.15,0.44,0.48
615,0.55,0.55,0.63,0.99,0.2,0.54,0.34,0.92,0.1,0.57,0.93,0.66,0.96,0.8,0.68,0.42,0.88
616,0.21,0.52,0.01,0.47,0.02,0.21,0.34,0.05,0.16,0.45,0.52,0.23,0.11,0.37,0.37,0.11,0.42
617,0.38,0.34,0.79,0.83,0.93,0.23,0.44,0.99,0.77,0.25,0.52,0.73,0.89,0.6,0.49,0.12,0.7
618,0.92,0.27,0.43,0.13,0.46,0.02,0.48,0.1,0.12,0.92,0.33,0.03,0.21,0.25,0.87,0.71,0.68
619,0.84,0.66,0.73,0.32,0.45,0.57,0.92,0.94,0.53,0.36,0.79,0.42,0.54,0.08,0.91,0.64,0.24
620,0.35,0.78,0.2,0.06,0.93,0.64,0.81,0.03,0.79,0.01,0.36,0.97,0.92,0.45,0.65,0.55,0.32
621,0.86,0.53,0.89,0.45,0.76,0.51,0.31,0.36,0.66,0.48,0.7,0.44,0.66,0.76,0.7,0.86,0.49
622,0.26,0.66,0.47,0.14,0.63,0.8,0.39,0.73,0.49,0.71,0.44,0.02,0.31,0.71,0.77,0.94,0.96
623,0.48,0.04,0.7,0.65,0.24,0.17,0.81,0.87,0.33,0.81,0.96,0.83,0.95,0.33,0.57,0.07,0.27
624,0.29,0.18,0.34,0.8,0.07,0.73,0.63,0.65,0.86,0.62,0.2,0.82,0.09,0.42,0.2,0.81,0.96
625,0.79,0.8,0.83,0.19,0.36,0.7,0.34,0.04,0.56,0.0,0.21,0.57,0.3,0.41,0.6,0.76,0.36
626,0.12,0.92,0.33,0.14,0.51,0.26,0.48,0.2,0.46,0.54,0.66,0.72,0.12,0.29,0.83,0.07,0.78
627,0.67,0.61,0.2,0.34,0.39,0.52,0.96,0.21,0.91,1.0,0.59,0.66,0.65,0.21,0.0,0.93,0.47
628,0.85,0.55,0.11,0.5,0.25,0.2,0.26,0.33,0.22,0.87,0.19,0.58,0.26,0.6,0.49,0.09,1.0
629,0.5,0.99,0.06,0.31,0.92,0.99,0.03,0.16,0.55,0.57,0.56,0.74,0.59,0.7,0.4,0.13,0.2
630,0.18,0.89,0.48,0.51,0.54,0.78,0.25,0.05,0.22,0.62,0.61,0.51,0.88,0.08,0.55,0.0,0.23
631,0.94,0.49,0.91,0.78,0.67,0.05,0.22,0.89,0.42,0.96,0.61,0.69,0.34,0.27,0.5,0.12,0.98
632,0.75,0.36,0.47,0.07,0.91,0.87,0.8,0.36,0.88,1.0,0.19,0.53,0.65,0.98,0.09,0.57,0.85
633,0.1,0.99,0.02,0.02,0.9,0.62,0.16,0.25,0.37,0.99,0.43,0.89,0.47,0.14,0.35,0.66,0.9
634,0.74,0.82,0.25,0.58,0.42,0.15,0.91,0.87,0.83,0.18,0.27,0.11,0.87,0.8,0.19,0.79,0.74
635,0.7,0.44,0.68,0.02,0.36,0.58,0.33,0.36,0.88,0.8,0.72,0.21,0.98,0.32,0.72,0.23,0.51
636,0.03,0.58,0.05,0.51,0.13,0.21,0.65,0.77,1.0,0.39,0.52,0.71,0.04,0.56,0.62,0.04,0.22
637,0.36,0.83,0.93,0.97,0.67,0.29,0.64,0.15,0.41,0.55,0.93,0.13,0.13,0.73,0.31,0.64,0.16
638,0.97,0.55,0.1,0.73,0.48,0.59,0.77,0.48,0.22,0.85,0.7,0.82,0.63,0.34,0.19,0.61,0.84
639,0.25,0.16,0.79,0.98,0.83,0.47,0.57,0.17,0.91,0.55,0.46,0.35,0.27,0.19,0.5,0.93,0.06
640,0.91,0.61,0.23,0.69,0.44,0.56,0.87,0.28,0.82,0.81,0.18,0.85,0.58,0.05,0.25,0.18,0.4
641,0.54,0.87,0.92,0.82,0.43,0.21,0.47,0.52,0.19,0.49,0.33,0.15,0.84,0.68,0.35,0.67,0.32
642,0.7,0.28,0.88,0.06,0.34,0.91,0.06,0.24,0.32,0.23,0.82,0.1,0.76,0.42,1.0,0.24,0.68
643,0.96,0.98,0.27,0.49,0.94,0.98,0.74,0.9,0.39,0.48,0.4,0.4,0.49,0.46,0.66,0.15,0.34
644,0.98,0.2,0.49,0.01,0.01,0.99,0.77,0.07,0.15,0.18,0.61,0.16,0.35,0.59,0.15,0.05,0.1
645,0.74,0.46,0.54,0.1,0.34,0.78,0.46,0.57,0.73,0.85,0.67,0.9,0.9,0.08,0.47,0.95,0.56
646,0.73,0.96,0.14,0.22,0.34,0.82,0.29,0.18,0.04,1.0,0.67,0.63,0.13,0.62,0.65,0.09,0.11
647,0.4,0.96,0.65,0.71,0.95,0.73,0.97,0.72,0.33,0.42,0.1,0.34,0.03,0.88,0.86,0.5,0.56
648,0.36,0.34,0.69,0.03,0.89,0.04,0.21,0.81,0.68,0.11,0.15,0.25,0.84,0.86,0.11,0.38,0.94
649,0.41,0.73,0.78,0.13,0.21,0.02,0.45,0.33,0.36,0.28,0.35,0.04,0.5,0.2,0.84,0.68,0.03
650,0.21,0.14,0.02,0.94,0.47,0.53,0.81,0.07,0.37,0.15,0.96,0.2,0.46,0.38,0.93,0.42,0.72
651,0.9,0.99,0.88,0.6,0.29,0.04,0.81,0.42,0.3,0.49,0.18,0.28,0.61,0.3,0.28,0.24,1.0
652,0.99,0.2,0.91,0.15,0.61,0.16,0.44,0.58,0.44,0.75,0.74,0.99,0.63,0.84,0.26,0.55,0.56
653,0.86,0.85,0.12,0.58,0.2,0.26,0.54,0.44,0.42,0.99,0.5,0.77,0.18,0.83,0.66,0.19,0.48
654,0.07,0.05,0.49,0.62,0.67,0.79,0.54,0.88,0.95,0.1,0.8,0.2,0.49,0.58,0.54,0.66,0.84
655,0.02,0.53,0.03,0.49,0.06,0.7,0.47,0.41,0.14,0.68,0.43,0.06,0.02,0.13,0.51,0.3,0.94
656,0.31,0.56,0.01,0.16,0.9,0.11,0.4,0.36,0.92,0.57,0.14,0.97,0.38,0.83,0.95,0.52,0.73
657,0.29,0.91,0.6,0.17,0.89,0.73,0.24,0.97,0.35,0.12,0.67,0.14,0.05,0.06,0.4,0.95,0.13
658,0.01,0.26,0.1,0.15,0.82,0.79,0.03,0.27,0.12,0.09,0.63,0.32,0.41,0.27,0.74,0.1,0.45
659,0.85,0.03,0.83,0.12,0.66,0.79,0.21,0.83,0.85,0.99,0.31,0.43,0.24,0.85,0.05,0.04,0.32
660,0.41,0.07,0.99,0.5,0.98,0.95,0.23,0.05,0.58,0.87,0.11,0.18,0.53,0.9,0.09,0.16,0.33
661,0.5,0.99,0.61,0.88,0.68,0.34,0.96,1.0,0.19,0.8,0.14,0.29,0.41,0.4,0.73,0.76,0.01
662,0.62,0.19,0.51,0.3,0.12,0.1,0.41,0.25,0.17,0.17,0.73,0.2,0.18,0.1,0.19,0.39,0.17
663,0.84,0.3,0.99,0.55,0.83,0.98,0.17,0.33,0.83,0.45,0.68,0.51,0.57,0.46,0.71,0.29,0.37
664,0.94,0.83,0.37,0.69,0.92,0.62,0.39,0.41,0.2,0.74,0.6,0.46,0.21,0.06,0.23,0.93,0.26
665,0.08,0.77,0.04,0.54,0.64,0.05,0.13,0.26,0.4,0.31,0.8,0.79,0.69,0.76,0.79,0.54,0.91
